Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.178,243705.95,261708.66,-254231.42,433.6309,444.18088,436.16788
0.1785,243629.06,261686.44,-254204.92,433.6309,444.18088,436.16788
0.179,243548.11,261817.89,-253944.14,433.6309,444.18088,436.16788
0.1795,243520.75,261994.9,-253627.97,433.6309,444.18088,436.16788
0.18,243514.34,262338.88,-252979.5,433.6309,444.18088,436.16788
0.1805,243528.52,262577.47,-252469.94,433.6309,444.18088,436.16788
0.181,243564.17,262877.6,-251673.75,433.6309,444.18088,436.16788
0.1815,243588.61,263001.88,-251173.6,433.6309,444.18088,436.16788
0.182,243609.84,263027.03,-250545.39,433.6309,444.18088,436.16788
0.1825,243606.27,262920.8,-250241.16,433.6309,444.18088,436.16788
0.183,243564.7,262572.84,-249991.5,433.6309,441.4389,435.24802
0.1835,243510.8,262235.2,-249966.52,433.6309,441.4389,435.24802
0.184,243394.55,261624.16,-250113.05,433.6309,441.4389,435.24802
0.1845,243301.27,261188.22,-250300.9,433.6309,441.4389,435.24802
0.185,243160.62,260559.66,-250643.14,433.6309,441.4389,435.24802
0.1855,243073.97,260195.89,-250864.4,431.7165,441.4389,435.24802
0.186,242964.1,259786.31,-251115.8,431.7165,441.4389,435.24802
0.1865,242908.55,259626.3,-251198.3,431.7165,441.4389,435.24802
0.187,242861.3,259571.83,-251161.1,431.7165,441.4389,435.24802
0.1875,242857.92,259650.53,-251021.03,431.7165,441.4389,435.24802
0.188,242892.64,259903.86,-250646.05,431.7165,441.4389,435.24802
0.1885,242934.67,260127.17,-250303.95,431.7165,441.4389,435.24802
0.189,243007.27,260477.48,-249708.9,431.7165,441.4389,435.24802
0.1895,243052.31,260679.05,-249301.73,431.7165,441.4389,435.24802
0.19,243100.86,260877.36,-248760.69,431.7165,441.4389,435.24802
