Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0594,246931.92,261603.28,-265950.84,434.7793,454.63818,428.80957
0.0596,246865.22,261647.94,-265753.22,434.7793,454.63818,428.80957
0.0598,246802.03,261707.56,-265528.72,434.7793,454.63818,428.80957
0.06,246742.06,261778.77,-265281.9,434.7793,454.63818,428.80957
0.0602,246684.86,261858.83,-265017.78,434.7793,454.63818,428.80957
0.0604,246629.72,261942.23,-264742.0,434.7793,454.63818,428.80957
0.0606,246575.97,262024.53,-264458.88,434.7793,454.63818,428.80957
0.0608,246523.17,262105.08,-264171.0,434.7793,454.63818,428.80957
0.061,246470.78,262180.62,-263883.2,434.7793,454.63818,428.80957
0.0612,246417.83,262245.53,-263601.3,434.7793,454.63818,428.80957
0.0614,246363.16,262297.53,-263330.6,434.7793,454.63818,428.80957
0.0616,246306.38,262335.66,-263075.2,434.7793,454.63818,428.80957
0.0618,246247.55,262355.97,-262839.47,434.7793,454.63818,428.80957
0.062,246185.89,262355.72,-262626.78,434.7793,454.63818,428.80957
0.0622,246120.86,262333.47,-262439.1,434.7793,454.63818,428.80957
0.0624,246052.67,262288.25,-262278.5,434.7793,454.63818,428.80957
0.0626,245980.69,262220.66,-262147.12,434.7793,454.63818,428.80957
0.0628,245903.33,262129.05,-262045.88,434.7793,456.2467,428.80957
0.063,245819.9,262011.61,-261974.12,434.7793,456.2467,428.80957
0.0632,245730.84,261870.83,-261930.56,434.7793,456.2467,428.80957
0.0634,245636.72,261709.16,-261913.72,434.7793,456.2467,428.80957
0.0636,245537.48,261526.6,-261922.25,434.7793,456.2467,428.80957
0.0638,245432.77,261326.17,-261953.94,437.2145,456.2467,428.80957
0.064,245323.53,261112.36,-262006.27,437.2145,456.2467,428.80957
0.0642,245210.9,260888.77,-262075.53,437.2145,456.2467,428.80957
0.0644,245095.25,260658.3,-262156.44,437.2145,456.2467,428.80957
0.0646,244977.69,260425.11,-262244.72,437.2145,456.2467,428.80957
0.0648,244859.94,260192.38,-262337.03,437.2145,456.2467,428.80957
0.065,244743.05,259963.33,-262429.22,437.2145,456.2467,428.80957
0.0652,244627.47,259744.0,-262517.4,437.2145,456.2467,428.80957
0.0654,244513.92,259536.3,-262597.44,437.2145,456.2467,428.80957
0.0656,244403.25,259339.47,-262664.88,437.2145,456.2467,428.80957
0.0658,244296.14,259159.1,-262715.72,437.2145,456.2467,428.80957
0.066,244193.44,258999.06,-262746.25,437.2145,456.2467,428.80957
0.0662,244095.84,258857.89,-262753.84,437.2145,456.2467,428.80957
0.0664,244003.8,258736.84,-262736.4,437.2145,456.2467,428.80957
0.0666,243917.47,258639.5,-262692.6,437.2145,456.2467,428.80957
0.0668,243837.38,258565.33,-262621.5,437.2145,456.2467,428.80957
0.067,243763.94,258512.81,-262523.12,437.2145,456.2467,428.80957
0.0672,243696.83,258482.92,-262397.1,437.2145,456.2467,428.80957
0.0674,243635.84,258474.53,-262243.53,437.2145,456.2467,428.80957
0.0676,243580.98,258485.8,-262063.64,437.2145,456.2467,428.80957
0.0678,243531.83,258514.72,-261858.78,437.2145,456.2467,428.80957
0.068,243487.77,258559.58,-261632.33,437.2145,456.2467,428.80957
0.0682,243448.2,258617.58,-261388.3,437.2145,456.2467,428.80957
0.0684,243412.45,258684.33,-261131.67,437.2145,456.2467,428.80957
0.0686,243379.84,258755.55,-260866.08,437.2145,456.2467,428.80957
0.0688,243349.84,258829.69,-260594.42,437.2145,456.2467,428.80957
0.069,243321.9,258904.05,-260320.22,437.2145,456.2467,428.80957
0.0692,243295.27,258972.84,-260048.45,437.2145,456.2467,428.80957
0.0694,243268.84,259032.94,-259785.17,437.2145,456.2467,428.80957
0.0696,243242.12,259082.36,-259535.03,437.2145,456.2467,428.80957
0.0698,243214.94,259116.45,-259303.22,437.2145,456.2467,429.33337
0.07,243186.73,259133.17,-259093.6,437.2145,456.2467,429.33337
0.0702,243156.4,259129.02,-258908.66,437.2145,456.2467,429.33337
0.0704,243123.64,259100.94,-258751.56,437.2145,456.2467,429.33337
0.0706,243087.98,259050.17,-258625.53,437.2145,456.2467,429.33337
0.0708,243047.88,258974.7,-258532.84,437.2145,456.2467,429.33337
0.071,243002.53,258872.19,-258474.23,437.2145,456.2467,429.33337
0.0712,242952.22,258744.95,-258449.5,437.2145,456.2467,429.33337
0.0714,242897.25,258594.92,-258457.88,437.2145,456.2467,429.33337
0.0716,242837.16,258421.6,-258498.39,437.2145,456.2467,429.33337
0.0718,242770.8,258227.53,-258569.36,437.2145,456.2467,429.33337
0.072,242698.39,258016.44,-258668.83,437.2145,456.2467,429.33337
0.0722,242620.25,257791.17,-258793.44,437.2145,456.2467,429.33337
0.0724,242535.9,257554.58,-258937.89,437.2145,456.2467,429.33337
0.0726,242445.5,257310.6,-259097.95,437.2145,456.2467,429.33337
0.0728,242350.81,257062.38,-259270.03,437.2145,456.2467,429.33337
0.073,242253.2,256813.42,-259449.16,437.2145,456.2467,429.33337
0.0732,242152.62,256568.73,-259630.53,437.2145,456.2467,429.33337
0.0734,242049.94,256331.19,-259808.61,437.2145,456.2467,429.33337
0.0736,241944.88,256101.64,-259977.4,437.2145,456.2467,429.33337
0.0738,241839.77,255884.7,-260132.3,437.2145,456.2467,429.33337
0.074,241736.92,255685.3,-260268.83,437.2145,456.2467,429.33337
0.0742,241635.7,255503.7,-260383.16,437.2145,456.2467,429.33337
0.0744,241536.62,255341.27,-260472.33,437.2145,456.2467,429.33337
0.0746,241440.0,255202.34,-260533.94,437.2145,456.2467,429.33337
0.0748,241346.42,255087.44,-260565.94,437.2145,456.2467,429.33337
0.075,241256.34,254995.9,-260566.88,437.2145,456.2467,429.33337
