Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.065,582660.6,291329.25,-354088.97,-5507.788,-5623.939,-2845.7048,768.37384,773.9491,640.5938
0.0655,593302.7,303615.2,-335579.34,-5507.788,-5623.939,-2845.7048,768.37384,773.9491,640.5938
0.066,599606.9,312315.34,-323309.44,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0665,608041.1,324859.78,-304602.53,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.067,613182.94,332401.16,-291857.0,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0675,620501.2,342119.5,-272355.78,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.068,625304.2,347519.4,-259162.61,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0685,632609.56,354232.3,-239264.92,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.069,637528.8,358090.4,-226093.67,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0695,644675.56,363719.72,-206836.4,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.07,649056.75,367796.25,-194540.92,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0705,654875.56,374742.34,-177196.0,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.071,658333.8,379821.62,-166437.31,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0715,663202.8,387565.3,-151480.8,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.072,666369.25,392456.4,-142214.66,-5507.788,-5623.939,-5811.842,768.37384,773.9491,782.96844
0.0725,670975.44,399023.84,-129238.05,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.073,673824.9,402858.97,-121157.8,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0735,677517.75,407916.06,-109951.914,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.074,679504.3,410918.03,-103144.59,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0745,681751.6,415013.62,-93997.42,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.075,682790.7,417542.06,-88603.86,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0755,683777.44,421146.56,-81483.58,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.076,684134.9,423493.72,-77317.26,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0765,684463.5,427039.1,-71827.45,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.077,684655.25,429478.2,-68587.48,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
0.0775,685052.8,433375.25,-64166.875,-5507.788,-7581.979,-5811.842,768.37384,867.935,782.96844
