Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0705,47151.145,61196.69,-34635.938,433.10748,439.51663,439.77307,49.83348,0.7870705,50.094143,0.35525778,0.20683666,-0.0007606595
0.071,46743.383,60887.383,-35250.344,433.10748,439.51663,439.77307,49.86447,0.73839825,50.1195,0.2915324,0.20685408,-0.000895722
0.0715,46410.414,60628.883,-35681.004,433.10748,439.51663,439.77307,49.875977,0.6967353,50.122112,0.24273781,0.20682104,-0.0010041213
0.072,45877.387,60203.53,-36278.574,433.10748,439.51663,439.77307,49.875706,0.6282937,50.102894,0.16914946,0.20668384,-0.0011792803
0.0725,45544.164,59922.617,-36599.0,433.10748,439.51663,439.77307,49.863438,0.5839088,50.07567,0.12483939,0.20653069,-0.0012948455
0.073,45123.617,59550.52,-36905.953,433.10748,439.51663,439.77307,49.828327,0.52381754,50.017662,0.07365623,0.20621939,-0.0014496135
0.0735,44925.41,59357.51,-36975.543,433.10748,439.51663,439.77307,49.79566,0.49210793,49.97175,0.053192005,0.20597132,-0.001532801
0.074,44777.547,59178.746,-36872.953,433.10748,439.51663,439.77307,49.74006,0.46183673,49.901417,0.04480061,0.20557056,-0.0016173404
0.0745,44784.562,59136.69,-36685.887,433.10748,439.51663,437.4475,49.701824,0.45394263,49.858356,0.055021767,0.20530805,-0.0016445831
0.075,44941.406,59179.16,-36276.477,433.10748,439.51663,437.4475,49.651276,0.46092552,49.808277,0.08771004,0.20496128,-0.0016449833
0.0755,45123.246,59263.65,-35963.2,433.10748,439.51663,437.4475,49.62603,0.47615156,49.788303,0.118585765,0.20478192,-0.0016233524
0.076,45458.504,59437.734,-35511.934,433.10748,439.51663,437.4475,49.605057,0.5066973,49.7816,0.16839792,0.20461503,-0.0015714244
0.0765,45686.25,59560.562,-35271.266,433.10748,439.51663,437.4475,49.604,0.5298756,49.79299,0.19965646,0.20457721,-0.0015341742
0.077,45965.367,59711.188,-35069.04,433.10748,439.51663,437.4475,49.620506,0.55976963,49.829666,0.23310952,0.20462772,-0.0014912233
0.0775,46077.5,59764.59,-35064.51,433.10748,439.51663,437.4475,49.642353,0.5709419,49.863823,0.2428693,0.20472167,-0.0014800321
0.078,46099.195,59741.902,-35268.027,433.10748,439.51663,437.4475,49.686466,0.5726101,49.921715,0.23494197,0.20491907,-0.0015012294
0.0785,46009.13,59649.676,-35533.855,433.10748,437.37827,437.4475,49.718178,0.56164426,49.95789,0.21399546,0.20506829,-0.0015439893
0.079,45721.918,59397.207,-36079.793,433.10748,437.37827,437.4475,49.762245,0.5253077,50.00235,0.16185616,0.20527309,-0.0016501262
0.0795,45446.105,59163.81,-36502.6,433.10748,437.37827,437.4475,49.78568,0.49032548,50.01978,0.11709009,0.20537429,-0.0017452503
0.08,44953.195,58755.42,-37141.49,433.10748,437.37827,437.4475,49.805035,0.42695212,50.02449,0.042530276,0.20544173,-0.0019122515
0.0805,44611.676,58470.734,-37526.082,433.10748,437.37827,437.4475,49.80564,0.38090616,50.011875,-0.0060290657,0.20542005,-0.0020296308
0.081,44142.965,58071.867,-37970.383,433.10748,437.37827,437.4475,49.788067,0.31504205,49.972,-0.068894625,0.20528604,-0.0021978472
0.0815,43893.316,57851.69,-38147.543,433.10748,437.37827,437.4475,49.76496,0.2776383,49.934757,-0.09966109,0.20513745,-0.0022949956
0.082,43655.24,57623.777,-38209.125,433.10748,437.37827,437.4475,49.71868,0.23581222,49.87025,-0.12395525,0.20485485,-0.0024050411
0.0825,43595.8,57550.785,-38116.418,433.10748,437.37827,437.4475,49.684566,0.22073343,49.82702,-0.124353535,0.20464854,-0.0024508557
0.083,43656.914,57562.168,-37809.67,433.10748,437.37827,437.4475,49.63474,0.21706425,49.770878,-0.10330001,0.20435314,-0.0024766198
0.0835,43782.605,57639.73,-37532.316,433.10748,437.37827,437.4475,49.606873,0.22496846,49.744106,-0.07764322,0.20418873,-0.0024683918
0.084,44057.95,57831.715,-37080.414,431.08813,437.37827,437.4475,49.578934,0.2513263,49.724976,-0.030121649,0.20402251,-0.0024293263
0.0845,44268.56,57985.582,-36810.41,431.08813,437.37827,437.4475,49.571693,0.27327377,49.72848,0.0038527967,0.20397766,-0.002393822
0.085,44563.703,58206.95,-36523.066,431.08813,437.37827,437.4475,49.58004,0.30505,49.75493,0.046007488,0.20401421,-0.00234328
0.0855,44710.055,58320.863,-36446.9,431.08813,437.37827,437.4475,49.5978,0.32215104,49.785496,0.06471836,0.20410116,-0.0023215015
0.086,44801.746,58402.934,-36538.004,431.08813,437.37827,437.4475,49.636585,0.33403537,49.84144,0.07097134,0.20430656,-0.0023211483
0.0865,44759.465,58382.8,-36736.516,431.08813,437.37827,437.4475,49.66815,0.32987294,49.8821,0.05962555,0.20447144,-0.00234764
